snapshot id,description,started,size,volume,volume exists,instance,instance exists,ami,ami exists
snap-056020f8cf181d6b6,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-09919897109a62770,2018-03-24 03:01:19+00:00,100,vol-09919897109a62770,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-0cc2da751bfb29a54,Created by CreateImage(i-0b34b26691e544d21) for ami-a3b1e7da from vol-08df882e9b19a1e9d,2018-03-24 03:01:24+00:00,100,vol-08df882e9b19a1e9d,True,i-0b34b26691e544d21,True,ami-a3b1e7da,True
snap-0195342d7614a24be,Created by CreateImage(i-0ae8e019122244637) for ami-31b3e548 from vol-0111df45d0b8fd760,2018-03-24 03:01:22+00:00,700,vol-0111df45d0b8fd760,True,i-0ae8e019122244637,True,ami-31b3e548,True
snap-0bb7c02d45e11dda1,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-0577dd2c4f1fdb059,2018-03-24 03:01:20+00:00,100,vol-0577dd2c4f1fdb059,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-04e143d4e7b5fc377,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-0c3b7cc9e2e75a411,2018-03-24 03:01:20+00:00,300,vol-0c3b7cc9e2e75a411,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-011db0e96f7e19cfb,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-0bbc0b84203833f4a,2018-03-24 03:01:20+00:00,100,vol-0bbc0b84203833f4a,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-0687baef80f4cf8e7,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-0ffa0dbf0cdd1444d,2018-03-24 03:01:19+00:00,100,vol-0ffa0dbf0cdd1444d,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-03e2549b5874d54dc,Created by CreateImage(i-0b34b26691e544d21) for ami-a3b1e7da from vol-079eafe1376147278,2018-03-24 03:01:24+00:00,100,vol-079eafe1376147278,True,i-0b34b26691e544d21,True,ami-a3b1e7da,True
snap-05a8439c00bcaef8c,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-0c55e7eec558ae5dc,2018-03-24 03:01:19+00:00,500,vol-0c55e7eec558ae5dc,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-04a7188aee136acfb,Created by CreateImage(i-0b34b26691e544d21) for ami-a3b1e7da from vol-07dbfbb00f8697a74,2018-03-24 03:01:24+00:00,200,vol-07dbfbb00f8697a74,True,i-0b34b26691e544d21,True,ami-a3b1e7da,True
snap-06c5a5d94cba7ac2e,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-0a4c2ca9e1889a191,2018-03-24 03:01:19+00:00,100,vol-0a4c2ca9e1889a191,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-09802bded07444cec,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-00c8b66a7f7eedc1a,2018-03-24 03:01:20+00:00,300,vol-00c8b66a7f7eedc1a,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-04fbaf93dbdc2a51b,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-0ad3085b41e0fbd0f,2018-03-24 03:01:20+00:00,200,vol-0ad3085b41e0fbd0f,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-090002331ef3b004e,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-042c639ccc5016ce8,2018-03-24 03:01:19+00:00,100,vol-042c639ccc5016ce8,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-0f2732ced71d9ae58,Created by CreateImage(i-04fb493454b7e45fe) for ami-30b5e349 from vol-0562afdf69c173d38,2018-03-24 03:01:19+00:00,100,vol-0562afdf69c173d38,True,i-04fb493454b7e45fe,True,ami-30b5e349,True
snap-035e4dbf08d22c3e2,Created by CreateImage(i-062f89be0227f159d) for ami-1227716b from vol-0a46d54a27ea3d3f9,2018-03-23 13:25:02+00:00,30,vol-0a46d54a27ea3d3f9,True,i-062f89be0227f159d,True,ami-1227716b,True
snap-034195d19b6dc1efd,Created by CreateImage(i-02932143833fc90ad) for ami-910d5be8 from vol-01f9ace308013870e,2018-03-23 10:19:14+00:00,50,vol-01f9ace308013870e,False,i-02932143833fc90ad,True,ami-910d5be8,True
snap-0df1e04045090ec7e,evise-adf1-sit2-snapshot,2018-03-22 16:26:45+00:00,120,vol-59ad69e9,True,,,,
snap-00d6b74f1042707b3,evise-bpm1-sit2-snapshot,2018-03-22 16:25:50+00:00,120,vol-24ae6a94,True,,,,
snap-0bf323f4b2ca904b8,evise-bpm2-sit2-snapshot,2018-03-22 16:27:26+00:00,120,vol-fe2d4c7c,True,,,,
snap-0cbee0756b0795811,evise-soa1-sit2-snapshot,2018-03-22 16:23:24+00:00,120,vol-98ae6a28,True,,,,
snap-047a341b3eac686a0,evise-soa2-sit2-snapshot,2018-03-22 16:25:02+00:00,120,vol-522d4cd0,True,,,,
snap-0706c2ace796f6fe6,evise-adf2-sit2-snapshot,2018-03-22 16:24:18+00:00,120,vol-402d4cc2,True,,,,
snap-0654c357f405a06e6,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-0a867ad487438c58e,2018-03-17 03:01:13+00:00,100,vol-0a867ad487438c58e,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-0635fcdc64b3af511,Created by CreateImage(i-0ae8e019122244637) for ami-20b8f359 from vol-0111df45d0b8fd760,2018-03-17 03:01:19+00:00,700,vol-0111df45d0b8fd760,True,i-0ae8e019122244637,True,ami-20b8f359,True
snap-0f42ed0bfd9553c9f,Created by CreateImage(i-0b34b26691e544d21) for ami-e8bef591 from vol-079eafe1376147278,2018-03-17 03:01:21+00:00,100,vol-079eafe1376147278,True,i-0b34b26691e544d21,True,ami-e8bef591,True
snap-0fb9ffad52a81f9df,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-035ac0e119ef8ce8d,2018-03-17 03:01:14+00:00,300,vol-035ac0e119ef8ce8d,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-07618f5ed91a07361,Created by CreateImage(i-09b793fcce6f98c31) for ami-ecbff495 from vol-0df1ff8cd0f9ce1ce,2018-03-17 03:01:16+00:00,100,vol-0df1ff8cd0f9ce1ce,True,i-09b793fcce6f98c31,True,ami-ecbff495,True
snap-0d703ae36df20e90a,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-0577dd2c4f1fdb059,2018-03-17 03:01:14+00:00,100,vol-0577dd2c4f1fdb059,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-06e37d457169bc585,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-099def1dd9b586761,2018-03-17 03:01:13+00:00,100,vol-099def1dd9b586761,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-0336fef231ca8e0e1,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-0a4c2ca9e1889a191,2018-03-17 03:01:14+00:00,100,vol-0a4c2ca9e1889a191,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-0b3c8d516f36752d9,Created by CreateImage(i-0b34b26691e544d21) for ami-e8bef591 from vol-0eaa99992de867dad,2018-03-17 03:01:21+00:00,100,vol-0eaa99992de867dad,True,i-0b34b26691e544d21,True,ami-e8bef591,True
snap-0c50558ae891d1668,Created by CreateImage(i-0ae8e019122244637) for ami-20b8f359 from vol-089d8b5150ba5c341,2018-03-17 03:01:19+00:00,200,vol-089d8b5150ba5c341,True,i-0ae8e019122244637,True,ami-20b8f359,True
snap-02b738cbae5adcacf,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-03b641644f6509470,2018-03-17 03:01:23+00:00,100,vol-03b641644f6509470,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-0463743b15bd1d061,Created by CreateImage(i-09b793fcce6f98c31) for ami-ecbff495 from vol-08d0ed673a45e23f2,2018-03-17 03:01:16+00:00,100,vol-08d0ed673a45e23f2,True,i-09b793fcce6f98c31,True,ami-ecbff495,True
snap-0eb1e24bd8a4c9716,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-0452f12cfb979e345,2018-03-17 03:01:23+00:00,100,vol-0452f12cfb979e345,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-05cd40939f88d3241,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-0bbc0b84203833f4a,2018-03-17 03:01:14+00:00,100,vol-0bbc0b84203833f4a,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-0ff2e2ee7b3652d7d,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-0e595fdba3e1bc6ed,2018-03-17 03:01:23+00:00,200,vol-0e595fdba3e1bc6ed,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-060d33f0f33cb92f7,Created by CreateImage(i-0ae8e019122244637) for ami-20b8f359 from vol-0ee88f3b4622117b8,2018-03-17 03:01:18+00:00,500,vol-0ee88f3b4622117b8,True,i-0ae8e019122244637,True,ami-20b8f359,True
snap-0a75a382b0a4a09fe,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-00edddece2a57f110,2018-03-17 03:01:23+00:00,100,vol-00edddece2a57f110,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-003c1e154d588f599,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-00c8b66a7f7eedc1a,2018-03-17 03:01:14+00:00,300,vol-00c8b66a7f7eedc1a,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-0769756d3a183c464,Created by CreateImage(i-0b34b26691e544d21) for ami-e8bef591 from vol-08df882e9b19a1e9d,2018-03-17 03:01:21+00:00,100,vol-08df882e9b19a1e9d,True,i-0b34b26691e544d21,True,ami-e8bef591,True
snap-0c7bd2f3e82984409,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-0c55e7eec558ae5dc,2018-03-17 03:01:13+00:00,500,vol-0c55e7eec558ae5dc,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-095c92eb54ff45252,Created by CreateImage(i-09b793fcce6f98c31) for ami-ecbff495 from vol-08d6a9ed5381a6c0c,2018-03-17 03:01:16+00:00,100,vol-08d6a9ed5381a6c0c,True,i-09b793fcce6f98c31,True,ami-ecbff495,True
snap-0ef4973d6c87aa744,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-0cdc13e5b7f83bdae,2018-03-17 03:01:14+00:00,200,vol-0cdc13e5b7f83bdae,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-06bb7aee76c72c88e,Created by CreateImage(i-09b793fcce6f98c31) for ami-ecbff495 from vol-084336cf399044fdf,2018-03-17 03:01:16+00:00,100,vol-084336cf399044fdf,True,i-09b793fcce6f98c31,True,ami-ecbff495,True
snap-097a7b75168dfd28a,Created by CreateImage(i-0b34b26691e544d21) for ami-e8bef591 from vol-0fcda6a4c2514e0bb,2018-03-17 03:01:20+00:00,100,vol-0fcda6a4c2514e0bb,True,i-0b34b26691e544d21,True,ami-e8bef591,True
snap-0634dee420c2fde3e,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-0a4de5b95525a2ffe,2018-03-17 03:01:23+00:00,100,vol-0a4de5b95525a2ffe,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-0f91e989fdd740b42,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-0a76ef923e18ee79c,2018-03-17 03:01:24+00:00,100,vol-0a76ef923e18ee79c,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-06df7b70c65e5adcf,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-0ad3085b41e0fbd0f,2018-03-17 03:01:14+00:00,200,vol-0ad3085b41e0fbd0f,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-0d4a49b404e92433b,Created by CreateImage(i-09b793fcce6f98c31) for ami-ecbff495 from vol-08483f8d88cc87ca6,2018-03-17 03:01:16+00:00,100,vol-08483f8d88cc87ca6,True,i-09b793fcce6f98c31,True,ami-ecbff495,True
snap-03a187cc86054ae91,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-0c9986385a60f7779,2018-03-17 03:01:23+00:00,500,vol-0c9986385a60f7779,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-006b066251351cfd3,Created by CreateImage(i-09b793fcce6f98c31) for ami-ecbff495 from vol-0f4f12d629dce1ca6,2018-03-17 03:01:16+00:00,100,vol-0f4f12d629dce1ca6,True,i-09b793fcce6f98c31,True,ami-ecbff495,True
snap-071c21e1e85ed9dc8,Created by CreateImage(i-09b793fcce6f98c31) for ami-ecbff495 from vol-0710abc5f76c49c57,2018-03-17 03:01:16+00:00,100,vol-0710abc5f76c49c57,True,i-09b793fcce6f98c31,True,ami-ecbff495,True
snap-05ea7a2a871cdf0c7,Created by CreateImage(i-0b34b26691e544d21) for ami-e8bef591 from vol-0f115823efd53a9f0,2018-03-17 03:01:21+00:00,100,vol-0f115823efd53a9f0,True,i-0b34b26691e544d21,True,ami-e8bef591,True
snap-0d52d8efc8713adce,Created by CreateImage(i-0b34b26691e544d21) for ami-e8bef591 from vol-07dbfbb00f8697a74,2018-03-17 03:01:21+00:00,200,vol-07dbfbb00f8697a74,True,i-0b34b26691e544d21,True,ami-e8bef591,True
snap-00a5bd83d5ebdf11e,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-042c639ccc5016ce8,2018-03-17 03:01:14+00:00,100,vol-042c639ccc5016ce8,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-08aa5a58865823f44,Created by CreateImage(i-0b34b26691e544d21) for ami-e8bef591 from vol-07bcc6f476ac9ca16,2018-03-17 03:01:21+00:00,100,vol-07bcc6f476ac9ca16,True,i-0b34b26691e544d21,True,ami-e8bef591,True
snap-057b9b3d38c0edd75,Created by CreateImage(i-0b34b26691e544d21) for ami-e8bef591 from vol-04e8f90b64b992192,2018-03-17 03:01:21+00:00,100,vol-04e8f90b64b992192,True,i-0b34b26691e544d21,True,ami-e8bef591,True
snap-058928182c0b44d57,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-09919897109a62770,2018-03-17 03:01:13+00:00,100,vol-09919897109a62770,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-04208a39e27c5030f,Created by CreateImage(i-0b34b26691e544d21) for ami-e8bef591 from vol-0e2749f8e48501b7d,2018-03-17 03:01:21+00:00,100,vol-0e2749f8e48501b7d,True,i-0b34b26691e544d21,True,ami-e8bef591,True
snap-05929a7951d7a5e81,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-0562afdf69c173d38,2018-03-17 03:01:14+00:00,100,vol-0562afdf69c173d38,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-03bdd4dd4ec7823c1,Created by CreateImage(i-09b793fcce6f98c31) for ami-ecbff495 from vol-01824167521dd52dd,2018-03-17 03:01:16+00:00,200,vol-01824167521dd52dd,True,i-09b793fcce6f98c31,True,ami-ecbff495,True
snap-009b5c9bc7c199a00,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-0c3b7cc9e2e75a411,2018-03-17 03:01:14+00:00,300,vol-0c3b7cc9e2e75a411,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-05d63ce819af3395a,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-01259e3f8e11bdfb7,2018-03-17 03:01:23+00:00,100,vol-01259e3f8e11bdfb7,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-0c77ac3d27de546eb,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-0a4413b73036cfa11,2018-03-17 03:01:23+00:00,400,vol-0a4413b73036cfa11,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-0747cb32ed28c805a,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-0659d86848b930abf,2018-03-17 03:01:23+00:00,100,vol-0659d86848b930abf,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-0a70a0a7c8ee6e3ed,Created by CreateImage(i-04fb493454b7e45fe) for ami-21bff458 from vol-0ffa0dbf0cdd1444d,2018-03-17 03:01:13+00:00,100,vol-0ffa0dbf0cdd1444d,True,i-04fb493454b7e45fe,True,ami-21bff458,True
snap-0928f6d54e96c8c28,Created by CreateImage(i-0ae8e019122244637) for ami-20b8f359 from vol-04d975556866bb02d,2018-03-17 03:01:18+00:00,100,vol-04d975556866bb02d,True,i-0ae8e019122244637,True,ami-20b8f359,True
snap-016bf09587f6c838a,Created by CreateImage(i-0b53c9e312d508510) for ami-11bdf668 from vol-09e6edeb25ac19ff9,2018-03-17 03:01:23+00:00,100,vol-09e6edeb25ac19ff9,True,i-0b53c9e312d508510,True,ami-11bdf668,True
snap-0eedd851bd742a609,Created by CreateImage(i-09b793fcce6f98c31) for ami-ecbff495 from vol-068a85d7a4aba3e0d,2018-03-17 03:01:16+00:00,200,vol-068a85d7a4aba3e0d,True,i-09b793fcce6f98c31,True,ami-ecbff495,True
snap-09762b589f3c7e6ef,Created by CreateImage(i-0ae8e019122244637) for ami-20b8f359 from vol-03e22012cbbd4fc07,2018-03-17 03:01:18+00:00,500,vol-03e22012cbbd4fc07,True,i-0ae8e019122244637,True,ami-20b8f359,True
snap-09e4f50e837dfad3f,Snapshot of evise-soa1-dev volume,2018-03-16 16:32:23+00:00,120,vol-180bf307,True,,,,
snap-01f95a6226cc85591,snapshot of vol-95931597 evise-bpm1-dev,2018-03-16 16:07:02+00:00,120,vol-95931597,True,,,,
snap-06c2b5d694e6824d6,,2018-03-15 14:02:51+00:00,120,vol-fa173a4b,True,,,,
snap-0dae7dc9eddb7999b,Created by CreateImage(i-73618942) for ami-76b3fa0f from vol-4ea85bcc,2018-03-14 11:35:26+00:00,120,vol-4ea85bcc,True,i-73618942,True,ami-76b3fa0f,True
snap-07f1e7212c1562745,Created by CreateImage(i-0f0131549e3afbb56) for ami-b03b75c9 from vol-01dbf7b9db32b1aed,2018-03-12 15:11:38+00:00,120,vol-01dbf7b9db32b1aed,True,i-0f0131549e3afbb56,True,ami-b03b75c9,True
snap-0312ca40b04edfece,Created by CreateImage(i-0f0131549e3afbb56) for ami-b03b75c9 from vol-07eacaa12841367b2,2018-03-12 15:11:38+00:00,65,vol-07eacaa12841367b2,True,i-0f0131549e3afbb56,True,ami-b03b75c9,True
snap-0feae5368df8f65c8,Created by CreateImage(i-09b793fcce6f98c31) for ami-e4ace09d from vol-01824167521dd52dd,2018-03-10 04:01:09+00:00,200,vol-01824167521dd52dd,True,i-09b793fcce6f98c31,True,ami-e4ace09d,True
snap-0eea49b0b495ccc3e,Created by CreateImage(i-0b53c9e312d508510) for ami-6191dd18 from vol-0a76ef923e18ee79c,2018-03-10 04:01:17+00:00,100,vol-0a76ef923e18ee79c,True,i-0b53c9e312d508510,True,ami-6191dd18,True
snap-0366fa8bf40473143,Created by CreateImage(i-0b34b26691e544d21) for ami-e6ace09f from vol-04e8f90b64b992192,2018-03-10 04:01:14+00:00,100,vol-04e8f90b64b992192,True,i-0b34b26691e544d21,True,ami-e6ace09f,True
snap-085861e8c74e7f333,Created by CreateImage(i-09b793fcce6f98c31) for ami-e4ace09d from vol-08d0ed673a45e23f2,2018-03-10 04:01:09+00:00,100,vol-08d0ed673a45e23f2,True,i-09b793fcce6f98c31,True,ami-e4ace09d,True
snap-0f594038848e14ae5,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-035ac0e119ef8ce8d,2018-03-10 04:01:07+00:00,300,vol-035ac0e119ef8ce8d,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-0ccdc44d3ea6c7996,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-0cdc13e5b7f83bdae,2018-03-10 04:01:07+00:00,200,vol-0cdc13e5b7f83bdae,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-0dc82c03ca32c2db0,Created by CreateImage(i-09b793fcce6f98c31) for ami-e4ace09d from vol-08d6a9ed5381a6c0c,2018-03-10 04:01:08+00:00,100,vol-08d6a9ed5381a6c0c,True,i-09b793fcce6f98c31,True,ami-e4ace09d,True
snap-0c402056866e9aedd,Created by CreateImage(i-0b34b26691e544d21) for ami-e6ace09f from vol-0e2749f8e48501b7d,2018-03-10 04:01:14+00:00,100,vol-0e2749f8e48501b7d,True,i-0b34b26691e544d21,True,ami-e6ace09f,True
snap-08b41e8d9c39fd2c4,Created by CreateImage(i-0b34b26691e544d21) for ami-e6ace09f from vol-0eaa99992de867dad,2018-03-10 04:01:14+00:00,100,vol-0eaa99992de867dad,True,i-0b34b26691e544d21,True,ami-e6ace09f,True
snap-04958b97487b49478,Created by CreateImage(i-0b34b26691e544d21) for ami-e6ace09f from vol-07dbfbb00f8697a74,2018-03-10 04:01:14+00:00,200,vol-07dbfbb00f8697a74,True,i-0b34b26691e544d21,True,ami-e6ace09f,True
snap-0629926a3722a46aa,Created by CreateImage(i-0ae8e019122244637) for ami-a792dede from vol-03e22012cbbd4fc07,2018-03-10 04:01:11+00:00,500,vol-03e22012cbbd4fc07,True,i-0ae8e019122244637,True,ami-a792dede,True
snap-0ab8fff25d39feb75,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-099def1dd9b586761,2018-03-10 04:01:06+00:00,100,vol-099def1dd9b586761,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-0122715cc79c9a60f,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-0c55e7eec558ae5dc,2018-03-10 04:01:07+00:00,500,vol-0c55e7eec558ae5dc,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-0a3d91a8d26b4d843,Created by CreateImage(i-0b53c9e312d508510) for ami-6191dd18 from vol-0659d86848b930abf,2018-03-10 04:01:16+00:00,100,vol-0659d86848b930abf,True,i-0b53c9e312d508510,True,ami-6191dd18,True
snap-015fd963091889666,Created by CreateImage(i-0b53c9e312d508510) for ami-6191dd18 from vol-0c9986385a60f7779,2018-03-10 04:01:16+00:00,500,vol-0c9986385a60f7779,True,i-0b53c9e312d508510,True,ami-6191dd18,True
snap-028bd1f2696fe2bf6,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-0a4c2ca9e1889a191,2018-03-10 04:01:07+00:00,100,vol-0a4c2ca9e1889a191,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-0f301940222c0120a,Created by CreateImage(i-09b793fcce6f98c31) for ami-e4ace09d from vol-08483f8d88cc87ca6,2018-03-10 04:01:08+00:00,100,vol-08483f8d88cc87ca6,True,i-09b793fcce6f98c31,True,ami-e4ace09d,True
snap-052e388a08576de88,Created by CreateImage(i-0b53c9e312d508510) for ami-6191dd18 from vol-00edddece2a57f110,2018-03-10 04:01:17+00:00,100,vol-00edddece2a57f110,True,i-0b53c9e312d508510,True,ami-6191dd18,True
snap-018d69b725b487319,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-00c8b66a7f7eedc1a,2018-03-10 04:01:07+00:00,300,vol-00c8b66a7f7eedc1a,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-0d4b603e0ac93c601,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-0a867ad487438c58e,2018-03-10 04:01:06+00:00,100,vol-0a867ad487438c58e,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-044381281d055a227,Created by CreateImage(i-0b53c9e312d508510) for ami-6191dd18 from vol-0a4de5b95525a2ffe,2018-03-10 04:01:16+00:00,100,vol-0a4de5b95525a2ffe,True,i-0b53c9e312d508510,True,ami-6191dd18,True
snap-0857804a54f9da666,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-0ad3085b41e0fbd0f,2018-03-10 04:01:07+00:00,200,vol-0ad3085b41e0fbd0f,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-02f9774787c4e21d0,Created by CreateImage(i-09b793fcce6f98c31) for ami-e4ace09d from vol-084336cf399044fdf,2018-03-10 04:01:09+00:00,100,vol-084336cf399044fdf,True,i-09b793fcce6f98c31,True,ami-e4ace09d,True
snap-078088d05f50f850d,Created by CreateImage(i-0b53c9e312d508510) for ami-6191dd18 from vol-0452f12cfb979e345,2018-03-10 04:01:16+00:00,100,vol-0452f12cfb979e345,True,i-0b53c9e312d508510,True,ami-6191dd18,True
snap-04d7dae463e969ca0,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-042c639ccc5016ce8,2018-03-10 04:01:07+00:00,100,vol-042c639ccc5016ce8,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-0f4fd9cc91169e9e4,Created by CreateImage(i-09b793fcce6f98c31) for ami-e4ace09d from vol-0f4f12d629dce1ca6,2018-03-10 04:01:09+00:00,100,vol-0f4f12d629dce1ca6,True,i-09b793fcce6f98c31,True,ami-e4ace09d,True
snap-0eab5ee6a3e8e219e,Created by CreateImage(i-0b34b26691e544d21) for ami-e6ace09f from vol-07bcc6f476ac9ca16,2018-03-10 04:01:14+00:00,100,vol-07bcc6f476ac9ca16,True,i-0b34b26691e544d21,True,ami-e6ace09f,True
snap-0ac674410fdeb0f19,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-0577dd2c4f1fdb059,2018-03-10 04:01:08+00:00,100,vol-0577dd2c4f1fdb059,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-0b3b97828bcc6226a,Created by CreateImage(i-0ae8e019122244637) for ami-a792dede from vol-0ee88f3b4622117b8,2018-03-10 04:01:11+00:00,500,vol-0ee88f3b4622117b8,True,i-0ae8e019122244637,True,ami-a792dede,True
snap-0f01051618892091a,Created by CreateImage(i-0b34b26691e544d21) for ami-e6ace09f from vol-079eafe1376147278,2018-03-10 04:01:14+00:00,100,vol-079eafe1376147278,True,i-0b34b26691e544d21,True,ami-e6ace09f,True
snap-04c22ebb6b24bd4f6,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-0562afdf69c173d38,2018-03-10 04:01:07+00:00,100,vol-0562afdf69c173d38,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-07500297e45152c70,Created by CreateImage(i-0b53c9e312d508510) for ami-6191dd18 from vol-0e595fdba3e1bc6ed,2018-03-10 04:01:16+00:00,200,vol-0e595fdba3e1bc6ed,True,i-0b53c9e312d508510,True,ami-6191dd18,True
snap-005e698c053988365,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-0c3b7cc9e2e75a411,2018-03-10 04:01:07+00:00,300,vol-0c3b7cc9e2e75a411,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
snap-0b688171c70a63f06,Created by CreateImage(i-0b34b26691e544d21) for ami-e6ace09f from vol-08df882e9b19a1e9d,2018-03-10 04:01:14+00:00,100,vol-08df882e9b19a1e9d,True,i-0b34b26691e544d21,True,ami-e6ace09f,True
snap-072c9bccfe79e03bb,Created by CreateImage(i-09b793fcce6f98c31) for ami-e4ace09d from vol-0df1ff8cd0f9ce1ce,2018-03-10 04:01:08+00:00,100,vol-0df1ff8cd0f9ce1ce,True,i-09b793fcce6f98c31,True,ami-e4ace09d,True
snap-001a3ac064e97beab,Created by CreateImage(i-04fb493454b7e45fe) for ami-a492dedd from vol-0ffa0dbf0cdd1444d,2018-03-10 04:01:06+00:00,100,vol-0ffa0dbf0cdd1444d,True,i-04fb493454b7e45fe,True,ami-a492dedd,True
